#SAMPLE_ID	SAMPLE_TYPE	1	2	4	8	16	32	64	128	256	512	1024	2048	4096	8192	16384	32768	65536
A6-I215ob	paired	2626855	2024888	611742	27949	68	5	4	4	0	0	0	0	0	0	0	0	0
A6-I206ob	paired	247943	73064	67391	76610	103832	103744	3709	2	0	0	0	0	0	0	0	0	0
A6-I202ob	paired	1270739	1667656	2691094	1737877	276470	3816	16	7	2	2	1	0	0	0	0	0	0
A6-I150	paired	1370733	1314574	819114	112330	1148	17	7	4	1	1	0	0	0	0	0	0	0
A6-I210ob	paired	944275	914535	784121	195150	4793	21	9	3	0	0	1	0	0	0	0	0	0
A6-I160	paired	364142	300140	481454	260079	14777	330	74	40	8	8	2	1	1	0	0	0	0
A7-I215ob	paired	37254	23766	52513	74694	8363	14	0	0	0	0	0	0	0	0	0	0	0
A7-I207ob	paired	46230	29018	30097	44563	20531	143	0	0	1	0	0	0	0	0	0	0	0
A7-I214ob	paired	46844	12550	11260	18098	40899	16745	40	0	0	0	0	0	0	0	0	0	0
A7-i168	paired	923678	513900	70228	1291	263	5	0	1	0	0	0	0	0	0	0	0	0
A7-i169	paired	107202	24230	9536	7865	12329	17821	26637	24338	85	0	0	0	0	0	0	0	0
A7-I205ob	paired	81649	67650	122591	100030	5328	6	2	0	0	0	0	0	0	0	0	0	0
A7-i175	paired	65514	19244	7023	3042	2476	1735	1617	1928	2878	5043	1110	0	0	0	0	0	0
A7-i174	paired	105580	22977	8612	7986	11698	16274	27312	24727	45	1	0	0	0	0	0	0	0
A7-I211ob	paired	334451	366637	362451	87313	1100	4	1	2	0	0	0	0	0	0	0	0	0
A7-i176	paired	118890	117311	120944	60106	2744	6	0	0	0	0	0	0	0	0	0	0	0
A7-I206ob	paired	37531	11869	15373	36579	29561	394	0	0	0	0	0	0	0	0	0	0	0
A7-i171	paired	69519	13806	5564	5098	9069	36254	17961	8850	12	0	0	0	0	0	0	0	0
A7-i170	paired	28383	8971	3210	1340	568	447	308	290	280	482	677	542	0	0	0	0	0
A7-i200	paired	24269	7060	2903	1280	518	372	274	228	250	342	289	293	2	0	0	0	0
A7-I210ob	paired	63222	22929	18769	27957	34983	34911	784	0	0	1	0	0	0	0	0	0	0
A7-I204ob	paired	115671	104297	173564	105224	3556	4	1	0	0	0	0	0	0	0	0	0	0
A7-I201ob	paired	95758	37334	34539	51110	87927	30608	121	0	1	0	0	0	0	0	0	0	0
A7-I202ob	paired	78909	21792	17453	21382	28184	50023	7758	8	1	0	0	0	0	0	0	0	0
A7-i178	paired	70394	67732	109002	71896	2988	3	1	0	0	0	0	0	0	0	0	0	0
A7-i179	paired	73596	17376	11237	15871	24010	35786	22139	71	1	0	0	0	0	0	0	0	0
A7-i188	paired	62520	17476	7669	3571	2645	2338	2887	4126	3738	4083	11	0	0	0	0	0	0
A7-i157	paired	858829	548069	93993	1723	60	5	1	0	0	0	1	0	0	0	0	0	0
A7-I208ob	paired	33307	7732	6272	7643	14320	15153	191	1	0	0	0	0	0	0	0	0	0
A7-i186	paired	57537	14592	5158	3277	2210	2225	2532	3757	8983	493	0	0	0	0	0	0	0
A7-i185	paired	102936	30570	29680	47642	67611	64104	1494	4	0	0	0	0	0	0	0	0	0
A7-i184	paired	95981	23586	8829	6172	5798	7839	12122	17721	10020	14	0	0	0	0	0	0	0
A7-i183	paired	68160	33456	49431	57683	44489	19530	78	1	0	0	0	0	0	0	0	0	0
A7-I212ob	paired	126911	53466	43457	60570	119525	56410	486	2	0	0	1	0	0	0	0	0	0
A7-i182	paired	78992	22622	8616	4817	3166	3372	4300	6855	10814	785	0	0	0	0	0	0	0
A7-i180	paired	139225	54590	58910	74772	91955	77466	1605	1	2	0	0	0	0	0	0	0	0
A7-I213ob	paired	200481	146749	222034	299492	57043	390	2	3	1	0	0	0	0	0	0	0	0
