#SAMPLE_ID	SAMPLE_TYPE	1	2	4	8	16	32	64	128	256	512	1024	2048	4096	8192	16384	32768	65536
A4-i118	paired	928697	431227	443923	694476	259711	16607	20302	41937	64865	97109	131043	98430	55868	15006	42346	33651	0
A4-i101	paired	1906713	1756673	247208	1312	116	50	64	0	0	0	0	0	0	0	0	0	0
A5-S10	paired	295592	41720	7694	5166	8174	30723	19711	38243	3480	757	0	0	0	0	0	0	0
A5-S12	paired	325775	331796	659796	1610929	697067	1771	0	0	275	0	0	0	0	0	0	0	0
A5-S11	paired	289606	365426	778717	692978	22726	37	0	0	0	0	0	0	0	0	0	0	0
A5-S14	paired	297513	162152	256024	531199	574689	37494	89	600	945	0	0	0	0	0	0	0	0
A5-S13	paired	320419	422779	1037491	1661588	405845	2092	278	929	1066	0	0	7092	0	0	0	0	0
A5-S16	paired	690472	495521	1065386	1677540	508605	5252	68	0	0	0	0	0	0	0	0	0	0
A5-S15	paired	196468	53682	32354	51890	107395	203690	240879	15811	0	0	0	0	0	0	0	0	0
A5-S1	paired	1960428	3008452	856992	9082	418	216	294	170	0	0	0	0	0	0	0	0	0
A5-S2	paired	1383951	2028926	422450	2283	165	216	237	0	0	0	0	0	0	0	0	0	0
A5-S3	paired	314935	116580	164702	325980	328695	6829	109	0	0	675	0	0	0	0	0	0	0
A5-S4	paired	1143548	2301842	1443355	55247	568	252	0	0	0	0	0	0	0	0	0	0	0
A5-S5	paired	1081177	2502689	1535611	51196	271	275	252	0	0	0	0	0	0	0	0	0	0
A5-S6	paired	2237141	1308882	53845	239	99	318	0	160	0	0	0	0	0	0	0	0	0
A5-S7	paired	900930	1537647	606045	10484	158	0	0	0	0	0	0	0	0	0	0	0	0
A5-S8	paired	1263920	2280348	883502	14101	344	284	244	464	1417	787	0	0	0	0	0	0	0
A5-S9	paired	91982	20583	9821	12112	24884	36496	56241	42341	7881	1346	7581	11470	0	0	0	0	0
A5-S19	paired	871546	857390	130558	5522	3073	2562	1567	375	262	0	0	0	0	0	0	0	0
A5-S18	paired	1244788	2612659	1256834	28195	194	164	0	0	0	0	0	0	0	0	0	0	0
A5-S17	paired	2667517	2497383	242689	447	57	0	0	0	0	0	0	0	0	0	0	0	0
A5-S24	paired	468857	1144188	2388706	767942	14506	4549	1935	616	807	729	0	0	0	0	0	0	0
A5-S22	paired	35584	34115	56221	117687	214639	162451	36398	14247	14791	6776	7509	3859	0	0	0	0	0
A5-S23	paired	873989	528242	33111	2099	924	984	412	0	0	0	0	0	0	0	0	0	0
A5-S20	paired	75485	113265	361826	950591	1093293	145156	15564	3179	5632	1532	4632	0	0	0	0	0	0
A5-S21	paired	775732	447815	34020	4251	3055	1357	621	320	0	0	0	0	0	0	0	0	0
A6-I214ob	paired	290116	381455	780253	1143107	201779	450	148	0	0	0	0	0	0	0	0	0	0
A6-I201ob	paired	666500	1161126	2714860	1761647	30438	79	0	0	0	0	0	0	0	0	0	0	0
A6-I211ob	paired	537092	915971	2041948	1859804	96403	193	0	0	0	0	0	0	0	0	0	0	0
A6-I208ob	paired	2333889	1410809	63968	162	62	35	0	0	0	0	0	0	0	0	0	0	0
A6-I204ob	paired	2307541	3260231	721254	3643	128	0	0	0	0	0	0	0	0	0	0	0	0
A6-I207ob	paired	1573921	2783656	991531	13452	745	513	706	147	0	0	0	0	0	0	0	0	0
A6-I200ob	paired	1604307	5773543	16738920	15380217	1522391	2788	819	0	0	0	0	0	0	0	0	0	0
A6-I205ob	paired	153507	130867	261028	491995	490672	6521	0	0	0	0	0	0	0	0	0	0	0
A6-I215ob	paired	2600008	4141743	1203619	9818	266	54	117	161	0	0	0	0	0	0	0	0	0
A6-I206ob	paired	209743	116049	202747	405940	807292	525108	1026	0	0	0	0	0	0	0	0	0	0
A6-I202ob	paired	1270069	4151604	14167255	15004578	1932918	4827	215	0	0	0	0	0	0	0	0	0	0
A6-I150	paired	1352218	2912780	2333866	126524	529	160	229	0	0	0	0	0	0	0	0	0	0
A6-I210ob	paired	927502	2046893	2532305	329017	2101	217	341	0	0	0	0	0	0	0	0	0	0
A6-I160	paired	339375	642247	1741010	735002	24158	5060	3702	2984	770	587	0	0	0	0	0	0	0
A7-I215ob	paired	23390	19320	66405	72890	1204	0	0	0	0	0	0	0	0	0	0	0	0
A7-I207ob	paired	23812	19082	30764	50415	9278	32	0	0	0	0	0	0	0	0	0	0	0
A7-I214ob	paired	29597	10459	12688	33540	79509	11764	0	0	0	0	0	0	0	0	0	0	0
A7-i168	paired	708295	416567	17836	60	22	0	0	0	0	0	0	0	0	0	0	0	0
A7-i169	paired	81076	33701	17231	22635	55547	129789	250328	120706	0	0	0	0	0	0	0	0	0
A7-I205ob	paired	56337	81646	216621	112109	571	0	0	0	0	0	0	0	0	0	0	0	0
A7-i175	paired	44098	31475	17772	8002	6144	6256	6539	12616	28433	34156	3194	0	0	0	0	0	0
A7-i174	paired	81498	34263	16229	22213	53072	115652	254923	111656	0	0	0	0	0	0	0	0	0
A7-I211ob	paired	292042	647585	734942	66815	0	32	0	0	0	0	0	0	0	0	0	0	0
A7-i176	paired	72917	123110	153526	40386	197	0	0	0	0	0	0	0	0	0	0	0	0
A7-I206ob	paired	21566	8128	15667	47653	20150	0	0	0	0	0	0	0	0	0	0	0	0
A7-i171	paired	52872	18936	9273	13821	37332	191296	78223	15470	0	0	0	0	0	0	0	0	0
A7-i170	paired	12775	12385	10162	7814	3310	2539	1299	2079	1295	650	5120	4594	0	0	0	0	0
A7-i200	paired	7798	6981	5626	5822	3133	1287	1026	1188	653	1225	2808	2358	0	0	0	0	0
A7-I210ob	paired	42663	23425	27816	66570	105767	65114	0	0	0	0	0	0	0	0	0	0	0
A7-I204ob	paired	84673	142720	328682	110076	300	0	0	0	0	0	0	0	0	0	0	0	0
A7-I201ob	paired	73038	47307	74865	182598	343991	42396	0	0	0	0	0	0	0	0	0	0	0
A7-I202ob	paired	59984	26138	28455	56781	114545	186506	7146	0	0	0	0	0	0	0	0	0	0
A7-i178	paired	44327	71396	151033	56760	180	0	0	0	0	0	0	0	0	0	0	0	0
A7-i179	paired	53605	20908	17929	41069	97570	170120	48267	228	0	0	0	0	0	0	0	0	0
A7-i188	paired	37334	23108	18038	8603	6712	6370	13202	21561	25591	17457	0	0	0	0	0	0	0
A7-i157	paired	683016	511863	31345	121	22	84	107	0	0	0	0	0	0	0	0	0	0
A7-I208ob	paired	16590	5233	4416	7693	19937	11899	0	0	0	0	0	0	0	0	0	0	0
A7-i186	paired	36940	19755	8396	3962	5076	6007	11845	22825	38999	0	0	0	0	0	0	0	0
A7-i185	paired	80092	40035	67029	180564	357101	203655	562	192	0	0	0	0	0	0	0	0	0
A7-i184	paired	73140	35619	15450	13699	22160	44271	105506	163807	36514	0	0	0	0	0	0	0	0
A7-i183	paired	47626	35224	84749	132003	96897	18140	0	0	0	0	0	0	0	0	0	0	0
A7-I212ob	paired	102542	78559	116298	288084	728612	143992	169	0	0	0	0	0	0	0	0	0	0
A7-i182	paired	54249	34082	17001	9714	9768	14293	26849	47608	57367	0	0	0	0	0	0	0	0
A7-i180	paired	113915	82421	162522	349140	577049	292209	477	0	0	0	0	0	0	0	0	0	0
A7-I213ob	paired	178120	280677	796679	1124342	64295	0	123	0	0	0	0	0	0	0	0	0	0
