lbl	x	y
p9-M11	-0.0910398711207601	-0.200052212483822
p10-M9	-0.0407053259503526	-0.3861824008408
p11-F6	-0.0086492255745488	-0.0952847433462791
p12-M16	-0.112273020197327	-0.171697538963974
p13-M16	-0.144421107908942	-0.106286705482689
p14-M10	-0.163944867937383	-0.440651957764373
p15-F74	-0.753627838236033	-1.02953229311215
p16-M75	0.0125956454915991	-0.271758473461127
p17-F73	-0.0783247722726838	-0.670998416161364
p18-M71	-0.00456806994603028	-0.576921964453537
p1-F36	-0.0839541321997622	-0.0183967875880128
p2-F43	-0.237268484559341	-0.183128826100147
p3-F43	-0.0372438240819433	-0.150355075294942
p4-F39	-0.27619386829573	0.0235000926648029
p5-F34	-0.172766320766786	0.0262960482039178
p6-F86	-0.412125789339265	-0.280355628612109
p7-F87	-0.677062159388107	-0.529800619343477
p19-M36	0.0805745199065956	0.490777288033205
p20-M37	-1.14829485869664	0.368374763950334
p21-M43	-0.515809979330317	0.903400275471011
p22-M39	0.0526743766820849	0.903400275471011
p23-F43	-0.155236000038704	0.17140341569468
p24-F89	-0.355335084910095	0.449167466253712
p25-M85	-1.06917403551365	0.903400275471011
p26-M66	0.0874201320744387	0.903400275471011
p27-M64	-1.14829485869664	0.903400275471011
p28-M90	-0.0939848982483601	0.903400275471011
p29-F62	-0.709176815328633	0.438358783470342
p30-M87	-1.14829485869664	0.064713841759296
p31-M87	-1.14829485869664	0.903400275471011
p32-M61	-1.03920396034371	0.211635351744566
p33-F61	0.285004138370167	0.814966858098377
p34-F61	0.0677425536592703	0.903400275471011
p35-F61	-1.14829485869664	0.687592193598492
p36-M25	0.231343424970352	-0.0579450420655056
p37-F22	-0.0745534787746224	0.267664418133588
p38-F24	0.00504561950876026	0.0323221663492345
p39-M20	-0.519994166349788	0.893525212328607
p40-F21	-0.0303699870289535	0.181466575783385
p55-M103	1.31209330205759	-0.0539887070360119
p48-F89	1.31209330205759	-0.344330780619386
p62-NA0	0.0169391153294502	0.0236936343383909
p63-NA0	0.0684084709217779	-0.0482148501659313
p64-NA0	0.010462288117088	0.00928881646278411
p57-F0	0.109389351790808	-0.0205737605325551
p58-M0	0.498073608561025	-0.160376653493319
p59-M0	0.0904791558916226	-0.0275659837472739
p60-M0	-0.0233565263754874	0.0316006826683245
p61-F0	-0.026006851085671	0.0122324122315762
p56-F55	0.273864476257281	-0.0710194327381097
p46-F100	1.31209330205759	-0.945429977309914
p43-F51	1.24719090442603	0.510073978238992
p54-F51	0.304189080832649	0.0397992078510485
p41-M51	1.31209330205759	-1.02953229311215
p53-M50	1.25486758308933	0.831810420279594
p52-F50	0.114224419789435	-0.106762986062937
p49-F98	1.31209330205759	-0.879556483934512
p50-F93	0.485046921821284	-0.314139045871499
p51-F92	1.31209330205759	0.264919748467348
p47-M92	0.938236598837508	-1.02953229311215
p42-M90	1.31209330205759	-0.398724867661269
p72-M51	0.587198114655576	0.578548978711582
p70-F51	0.237784222135398	0.184680545940912
p76-M30	-0.0739705319617301	-0.0813954631736344
p74-F99	-1.14829485869664	-1.02953229311215
p75-F95	-0.26483585497533	-1.02953229311215
p65-F95	-1.01378797900796	-1.02953229311215
p73-F94	-1.14829485869664	-0.709881556293858
p66-F93	1.31209330205759	-0.39328790006894
p67-F92	0.134921738306089	-1.02953229311215
p68-F91	-1.14829485869664	-0.418219374577833
p69-F88	-0.36176237453297	-1.02953229311215
p71-F51	0.105674435200481	0.167890639031438
